站点名称,POI编号,拼音名称,gd经度,gd纬度,路线名称,城市名称
金安桥,BV11494889,JinAn Qiao,116.162586,39.923298,S1线,北京
四道桥,BV10813547,si dao qiao,116.134010,39.916030,S1线,北京
桥户营,BV10813541,qiao hu ying,116.125809,39.912383,S1线,北京
上岸,BV10813543,shang an,116.122225,39.905138,S1线,北京
栗园庄,BV10813544,li yuan zhuang,116.123254,39.895780,S1线,北京
小园,BV10813542,xiao yuan,116.114443,39.890465,S1线,北京
石厂,BV10813546,shi chang,116.100334,39.889378,S1线,北京
古城,BV10000295,gu cheng,116.190337,39.907450,1号线,北京
八角游乐园,BV10013455,ba jiao you le yuan,116.212684,39.907442,1号线,北京
八宝山,BV10000302,ba bao shan,116.235948,39.907440,1号线,北京
玉泉路,BV10013456,yu quan lu,116.252888,39.907433,1号线,北京
五棵松,BV10013457,wu ke song,116.273987,39.907456,1号线,北京
万寿路,BV10013458,wan shou lu,116.294765,39.907474,1号线,北京
公主坟,BV10000306,gong zhu fen,116.309919,39.907469,1号线,北京
军事博物馆,BV10000188,jun shi bo wu guan,116.321459,39.907422,1号线,北京
木樨地,BV10013459,mu xi di,116.337583,39.907379,1号线,北京
南礼士路,BV10000309,nan li shi lu,116.352583,39.907234,1号线,北京
复兴门,BV10007375,fu xing men,116.356866,39.907242,1号线,北京
西单,BV10006791,xi dan,116.374072,39.907383,1号线,北京
天安门西,BV10005941,tian an men xi,116.391278,39.907472,1号线,北京
天安门东,BV10006499,tian an men dong,116.401216,39.907780,1号线,北京
王府井,BV10006496,wang fu jing,116.411571,39.908069,1号线,北京
东单,BV10013440,dong dan,116.418480,39.908325,1号线,北京
建国门,BV10013432,jian guo men,116.435806,39.908501,1号线,北京
永安里,BV10013460,yong an li,116.450497,39.908454,1号线,北京
国贸,BV10013461,guo mao,116.461841,39.909104,1号线,北京
大望路,BV10013364,da wang lu,116.475783,39.908287,1号线,北京
四惠,BV10000275,si hui,116.495456,39.908749,1号线,北京
四惠东,BV10007589,si hui dong,116.515664,39.908495,1号线,北京
积水潭,BV10013430,ji shui tan,116.373126,39.948653,2号线,北京
鼓楼大街,BV10013431,gu lou da jie,116.393776,39.948972,2号线,北京
安定门,BV10001936,an ding men,116.408240,39.949180,2号线,北京
雍和宫,BV10006563,yong he gong,116.417069,39.949336,2号线,北京
东直门,BV10002731,dong zhi men,116.435842,39.941626,2号线,北京
东四十条,BV10001047,dong si shi tiao,116.434133,39.933801,2号线,北京
朝阳门,BV10004298,zhao yang men,116.434584,39.924499,2号线,北京
建国门,BV10013432,jian guo men,116.435806,39.908501,2号线,北京
北京站,BV10006813,bei jing zhan,116.427287,39.904983,2号线,北京
崇文门,BV10013433,chong wen men,116.417093,39.901063,2号线,北京
前门,BV10005884,qian men,116.397937,39.900192,2号线,北京
和平门,BV10013434,he ping men,116.384209,39.900098,2号线,北京
宣武门,BV10013415,xuan wu men,116.374314,39.899765,2号线,北京
长椿街,BV10013435,chang chun jie,116.363355,39.899433,2号线,北京
复兴门,BV10007375,fu xing men,116.356866,39.907242,2号线,北京
阜成门,BV10001036,fu cheng men,116.356009,39.923686,2号线,北京
车公庄,BV10013437,che gong zhuang,116.354357,39.932397,2号线,北京
西直门,BV10001595,xi zhi men,116.355426,39.940474,2号线,北京
天宫院,BV10003869,tian gong yuan,116.319932,39.670342,4号线大兴线,北京
生物医药基地,BV10013422,sheng wu yi yao ji di,116.321662,39.686510,4号线大兴线,北京
义和庄,BV10010394,yi he zhuang,116.319079,39.712387,4号线大兴线,北京
黄村火车站,BV10000372,huang cun huo che zhan,116.332611,39.722966,4号线大兴线,北京
黄村西大街,BV10002783,huang cun xi da jie,116.332631,39.731769,4号线大兴线,北京
清源路,BV10013275,qing yuan lu,116.332513,39.742724,4号线大兴线,北京
枣园,BV10013421,zao yuan,116.332204,39.753458,4号线大兴线,北京
高米店南,BV10013420,gao mi dian nan,116.331605,39.763489,4号线大兴线,北京
高米店北,BV10013419,gao mi dian bei,116.330787,39.773547,4号线大兴线,北京
西红门,BV10000383,xi hong men,116.328689,39.789800,4号线大兴线,北京
新宫,BV10013418,xin gong,116.365549,39.812592,4号线大兴线,北京
公益西桥,BV10008170,gong yi xi qiao,116.370796,39.836135,4号线大兴线,北京
角门西,BV10013417,jiao men xi,116.371154,39.845850,4号线大兴线,北京
马家堡,BV10009949,ma jia bao,116.371361,39.853109,4号线大兴线,北京
北京南站,BV10006454,bei jing nan zhan,116.378963,39.865029,4号线大兴线,北京
陶然亭,BV10013416,tao ran ting,116.374383,39.878470,4号线大兴线,北京
菜市口,BV10013379,cai shi kou,116.374425,39.889296,4号线大兴线,北京
宣武门,BV10013415,xuan wu men,116.374314,39.899765,4号线大兴线,北京
西单,BV10006791,xi dan,116.374072,39.907383,4号线大兴线,北京
灵境胡同,BV10008400,ling jing hu tong,116.373746,39.915912,4号线大兴线,北京
西四,BV10013414,xi si,116.373332,39.924206,4号线大兴线,北京
平安里,BV10013413,ping an li,116.372883,39.933949,4号线大兴线,北京
新街口,BV10013412,xin jie kou,116.367742,39.940667,4号线大兴线,北京
西直门,BV10001595,xi zhi men,116.355426,39.940474,4号线大兴线,北京
动物园,BV10006771,dong wu yuan,116.339031,39.938250,4号线大兴线,北京
国家图书馆,BV10000252,GuoJia TuShuGuan,116.325190,39.943114,4号线大兴线,北京
魏公村,BV10000255,wei gong cun,116.323220,39.957904,4号线大兴线,北京
人民大学,BV10000258,ren min da xue,116.321367,39.966956,4号线大兴线,北京
海淀黄庄,BV10013411,hai dian huang zhuang,116.317564,39.975996,4号线大兴线,北京
中关村,BV10013410,zhong guan cun,116.316467,39.983991,4号线大兴线,北京
北京大学东门,BV10013409,bei jing da xue dong men,116.315842,39.992212,4号线大兴线,北京
圆明园,BV10013408,yuan ming yuan,116.310186,39.999662,4号线大兴线,北京
西苑,BV10000920,xi yuan,116.290908,39.998258,4号线大兴线,北京
北宫门,BV10013407,bei gong men,116.277647,40.002373,4号线大兴线,北京
安河桥北,BV10013406,an he qiao bei,116.269956,40.012195,4号线大兴线,北京
宋家庄,BV10000743,song jia zhuang,116.428368,39.845849,5号线,北京
刘家窑,BV10013438,liu jia yao,116.422119,39.857521,5号线,北京
蒲黄榆,BV10006603,pu huang yu,116.423720,39.865621,5号线,北京
天坛东门,BV10013439,tian tan dong men,116.420833,39.882558,5号线,北京
磁器口,BV10013383,ci qi kou,116.419940,39.893172,5号线,北京
崇文门,BV10013433,chong wen men,116.417093,39.901063,5号线,北京
东单,BV10013440,dong dan,116.418480,39.908325,5号线,北京
灯市口,BV10013441,deng shi kou,116.417783,39.917113,5号线,北京
东四,BV10013442,dong si,116.417493,39.924370,5号线,北京
张自忠路,BV10001045,zhang zi zhong lu,116.417156,39.933592,5号线,北京
北新桥,BV10013443,bei xin qiao,116.416884,39.940782,5号线,北京
雍和宫,BV10006563,yong he gong,116.417069,39.949336,5号线,北京
和平里北街,BV10006616,he ping li bei jie,116.418504,39.958734,5号线,北京
和平西桥,BV10001221,he ping xi qiao,116.417975,39.968386,5号线,北京
惠新西街南口,BV10005412,hui xin xi jie nan kou,116.417537,39.977121,5号线,北京
惠新西街北口,BV10006707,hui xin xi jie bei kou,116.417028,39.987836,5号线,北京
大屯路东,BV10013376,da tun lu dong,116.417377,40.003841,5号线,北京
北苑路北,BV10013444,bei yuan lu bei,116.418089,40.030436,5号线,北京
立水桥南,BV10004309,li shui qiao nan,116.414496,40.041956,5号线,北京
立水桥,BV10000461,li shui qiao,116.412350,40.053032,5号线,北京
天通苑南,BV10013445,tian tong yuan nan,116.412661,40.066458,5号线,北京
天通苑,BV10013446,tian tong yuan,116.412759,40.075222,5号线,北京
天通苑北,BV10013447,tian tong yuan bei,116.412888,40.083668,5号线,北京
潞城,BV10416639,lu cheng,116.747434,39.902652,6号线,北京
东夏园,BV10416641,dong xia yuan,116.733850,39.903147,6号线,北京
郝家府,BV10416644,hao jia fu,116.717826,39.903195,6号线,北京
北运河东,BV10416651,bei yun he dong,116.707056,39.903268,6号线,北京
北运河西,BV10416648,bei yun he xi,116.688358,39.903024,6号线,北京
通州北关,BV10416643,tong zhou bei guan,116.661131,39.917962,6号线,北京
物资学院路,BV10416645,wu zi xue yuan lu,116.639316,39.926801,6号线,北京
草房,BV10006882,cao fang,116.615574,39.924477,6号线,北京
常营,BV10006429,chang ying,116.599722,39.925696,6号线,北京
黄渠,BV10013505,huang qu,116.578266,39.924201,6号线,北京
褡裢坡,BV10013506,da lian po,116.563961,39.924021,6号线,北京
青年路,BV10013507,qing nian lu,116.517429,39.923168,6号线,北京
十里堡,BV10000481,shi li bao,116.502045,39.923076,6号线,北京
金台路,BV10008284,jin tai lu,116.478115,39.923556,6号线,北京
呼家楼,BV10013489,hu jia lou,116.461618,39.923337,6号线,北京
东大桥,BV10000548,dong da qiao,116.451657,39.923054,6号线,北京
朝阳门,BV10004298,zhao yang men,116.434584,39.924499,6号线,北京
东四,BV10013442,dong si,116.417493,39.924370,6号线,北京
南锣鼓巷,BV10013392,nan luo gu xiang,116.404192,39.933848,6号线,北京
北海北,BV10013508,bei hai bei,116.386829,39.933247,6号线,北京
平安里,BV10013413,ping an li,116.372883,39.933949,6号线,北京
车公庄,BV10013437,che gong zhuang,116.354357,39.932397,6号线,北京
车公庄西,BV10000051,che gong zhuang xi,116.344082,39.932466,6号线,北京
白石桥南,BV10000061,bai shi qiao nan,116.325680,39.933022,6号线,北京
花园桥,BV10013509,hua yuan qiao,116.310683,39.932340,6号线,北京
慈寿寺,BV10013496,ci shou si,116.295467,39.933268,6号线,北京
海淀五路居,BV10013510,hai dian wu lu ju,116.276531,39.932584,6号线,北京
田村,BV11103939,tian cun,116.252914,39.929503,6号线,北京
廖公庄,BV11103937,liao gong zhuang,116.227292,39.932422,6号线,北京
西黄村,BV11103938,xi huang cun,116.206932,39.933605,6号线,北京
杨庄,BV10827741,yang zhuang,116.187004,39.927850,6号线,北京
金安桥,BV11494889,JinAn Qiao,116.162586,39.923298,6号线,北京
花庄,BV11253781,HuaZhuang,116.695495,39.856722,7号线,北京
高楼金,BV11303297,GaoLouJin,116.684340,39.863154,7号线,北京
群芳,BV11303300,QunFang,116.670792,39.863515,7号线,北京
万盛东,BV11303302,WanShengDong,116.657379,39.863491,7号线,北京
万盛西,BV11303299,WanShengXi,116.632160,39.863328,7号线,北京
黑庄户,BV11303296,HeiZhuangHu,116.599119,39.858725,7号线,北京
郎辛庄,BV11303301,Lang XinZhuang,116.569826,39.856496,7号线,北京
黄厂,BV11303298,HuangChang,116.553759,39.848979,7号线,北京
焦化厂,BV10013391,jiao hua chang,116.537247,39.855488,7号线,北京
双合,BV10416577,shuang he,116.526836,39.859691,7号线,北京
垡头,BV10007127,fa tou,116.511821,39.860728,7号线,北京
欢乐谷景区,BV10013389,huan le gu jing qu,116.500067,39.866505,7号线,北京
南楼梓庄,BV10013388,nan lou zi zhuang,116.501084,39.874578,7号线,北京
化工,BV10013387,hua gong,116.503439,39.887369,7号线,北京
百子湾,BV10000647,bai zi wan,116.497768,39.892530,7号线,北京
大郊亭,BV10013386,da jiao ting,116.487935,39.893183,7号线,北京
九龙山,BV10006224,jiu long shan,116.478695,39.893222,7号线,北京
双井,BV10013385,ShuangJing,116.461834,39.893512,7号线,北京
广渠门外,BV10013384,guang qu men wai,116.448998,39.893648,7号线,北京
广渠门内,BV10006633,guang qu men nei,116.433877,39.893673,7号线,北京
磁器口,BV10013383,ci qi kou,116.419940,39.893172,7号线,北京
桥湾,BV10396213,qiao wan,116.408464,39.892725,7号线,北京
珠市口,BV10013381,zhu shi kou,116.398104,39.891267,7号线,北京
虎坊桥,BV10013380,hu fang qiao,116.384596,39.889486,7号线,北京
菜市口,BV10013379,cai shi kou,116.374425,39.889296,7号线,北京
广安门内,BV10396212,guang an men nei,116.358239,39.889418,7号线,北京
达官营,BV10005975,da guan ying,116.336455,39.889884,7号线,北京
湾子,BV10006599,wan zi,116.327753,39.889954,7号线,北京
北京西站,BV10000102,bei jing xi zhan,116.321218,39.894706,7号线,北京
中国美术馆,BV11095929,zhong guo mei shu guan,116.410803,39.923705,8号线,北京
南锣鼓巷,BV10013392,nan luo gu xiang,116.404192,39.933848,8号线,北京
什刹海,BV10013462,shi cha hai,116.396219,39.937583,8号线,北京
鼓楼大街,BV10013431,gu lou da jie,116.393776,39.948972,8号线,北京
安德里北街,BV10013463,an de li bei jie,116.395145,39.957227,8号线,北京
安华桥,BV10013464,an hua qiao,116.394655,39.968507,8号线,北京
北土城,BV10013465,bei tu cheng,116.394193,39.976953,8号线,北京
奥体中心,BV10013466,ao ti zhong xin,116.393759,39.985837,8号线,北京
奥林匹克公园,BV10013375,ao lin pi ke gong yuan,116.391758,40.002207,8号线,北京
森林公园南门,BV10009724,sen lin gong yuan nan men,116.392600,40.010122,8号线,北京
林萃桥,BV10013467,lin cui qiao,116.372998,40.021906,8号线,北京
永泰庄,BV10000769,yong tai zhuang,116.354580,40.037728,8号线,北京
西小口,BV10013468,xi xiao kou,116.351644,40.046873,8号线,北京
育新,BV10013469,yu xin,116.347328,40.060039,8号线,北京
霍营,BV10007658,HuoYing,116.360286,40.071857,8号线,北京
回龙观东大街,BV10004378,hui long guan dong da jie,116.363025,40.081175,8号线,北京
平西府,BV10000887,ping xi fu,116.350425,40.090607,8号线,北京
育知路,BV10013470,yu zhi lu,116.326992,40.087863,8号线,北京
朱辛庄,BV10000571,zhu xin zhuang,116.313698,40.104297,8号线,北京
珠市口,BV10013381,zhu shi kou,116.398104,39.891267,8号线南段,北京
天桥,BV10545379,tian qiao,116.398712,39.881920,8号线南段,北京
永定门外,BV10013368,yong ding men wai,116.399369,39.867435,8号线南段,北京
木樨园,BV10545382,mu xi yuan,116.399839,39.859262,8号线南段,北京
海户屯,BV10545380,hai hu tun,116.400301,39.851805,8号线南段,北京
大红门南,BV10545381,da hong men nan,116.401045,39.836715,8号线南段,北京
和义,BV10545383,he yi,116.402073,39.814838,8号线南段,北京
东高地,BV10545377,dong gao di,116.409427,39.805074,8号线南段,北京
火箭万源,BV10545376,huo jian wan yuan,116.418627,39.799287,8号线南段,北京
五福堂,BV10545378,wu fu tang,116.423903,39.785046,8号线南段,北京
德茂,BV10815503,de mao,116.441617,39.772709,8号线南段,北京
瀛海,BV10815504,ying hai,116.448958,39.760694,8号线南段,北京
郭公庄,BV10007779,GuoGongZhuang,116.301889,39.814322,9号线,北京
丰台科技园,BV10013471,feng tai ke ji yuan,116.297176,39.825233,9号线,北京
科怡路,BV10013472,ke yi lu,116.297432,39.832480,9号线,北京
丰台南路,BV10013473,feng tai nan lu,116.296748,39.840444,9号线,北京
丰台东大街,BV10013474,feng tai dong da jie,116.293857,39.855111,9号线,北京
七里庄,BV10000636,qi li zhuang,116.294292,39.866773,9号线,北京
六里桥,BV10013475,liu li qiao,116.302808,39.880239,9号线,北京
六里桥东,BV10000269,liu li qiao dong,116.315142,39.886886,9号线,北京
北京西站,BV10000102,bei jing xi zhan,116.321218,39.894706,9号线,北京
军事博物馆,BV10000188,jun shi bo wu guan,116.321459,39.907422,9号线,北京
白堆子,BV10013476,bai dui zi,116.325762,39.923818,9号线,北京
白石桥南,BV10000061,bai shi qiao nan,116.325680,39.933022,9号线,北京
国家图书馆,BV10000252,GuoJia TuShuGuan,116.325190,39.943114,9号线,北京
巴沟,BV10013394,ba gou,116.293727,39.974179,10号线,北京
苏州街,BV10013485,su zhou jie,116.306332,39.975642,10号线,北京
海淀黄庄,BV10013411,hai dian huang zhuang,116.317564,39.975996,10号线,北京
知春里,BV10001215,zhi chun li,116.328709,39.976334,10号线,北京
知春路,BV10001218,zhi chun lu,116.339960,39.976476,10号线,北京
西土城,BV10013486,xi tu cheng,116.354098,39.976549,10号线,北京
牡丹园,BV10000017,mu dan yuan,116.369844,39.976603,10号线,北京
健德门,BV10004058,jian de men,116.381353,39.976723,10号线,北京
北土城,BV10013465,bei tu cheng,116.394193,39.976953,10号线,北京
安贞门,BV10013487,an zhen men,116.405954,39.977005,10号线,北京
惠新西街南口,BV10005412,hui xin xi jie nan kou,116.417537,39.977121,10号线,北京
芍药居,BV10006575,shao yao ju,116.435914,39.977636,10号线,北京
太阳宫,BV10013488,tai yang gong,116.447469,39.972678,10号线,北京
三元桥,BV10000199,san yuan qiao,116.456997,39.961508,10号线,北京
亮马桥,BV10000196,liang ma qiao,116.461794,39.949415,10号线,北京
农业展览馆,BV10001223,nong ye zhan lan guan,116.461724,39.941344,10号线,北京
团结湖,BV10011994,tuan jie hu,116.461806,39.933747,10号线,北京
呼家楼,BV10013489,hu jia lou,116.461618,39.923337,10号线,北京
金台夕照,BV10013490,jin tai xi zhao,116.461743,39.916838,10号线,北京
国贸,BV10013461,guo mao,116.461841,39.909104,10号线,北京
双井,BV10013385,ShuangJing,116.461834,39.893512,10号线,北京
劲松,BV10007162,jin song,116.461325,39.884387,10号线,北京
潘家园,BV10000543,pan jia yuan,116.460926,39.875387,10号线,北京
十里河,BV10013367,shi li he,116.457983,39.866417,10号线,北京
分钟寺,BV10007166,fen zhong si,116.453976,39.852227,10号线,北京
成寿寺,BV10013491,cheng shou si,116.447531,39.845874,10号线,北京
宋家庄,BV10000743,song jia zhuang,116.428368,39.845849,10号线,北京
石榴庄,BV10013492,shi liu zhuang,116.414103,39.845905,10号线,北京
大红门,BV10000737,da hong men,116.399154,39.845383,10号线,北京
角门东,BV10013493,jiao men dong,116.385649,39.845135,10号线,北京
角门西,BV10013417,jiao men xi,116.371154,39.845850,10号线,北京
草桥,BV10000222,CaoQiao,116.351387,39.845869,10号线,北京
纪家庙,BV10006086,ji jia miao,116.333381,39.844433,10号线,北京
首经贸,BV10013494,ShouJingMao,116.320202,39.844463,10号线,北京
丰台站,BV10013495,feng tai zhan,116.304540,39.849639,10号线,北京
泥洼,BV10003566,ni wa,116.304173,39.858609,10号线,北京
西局,BV10000215,xi ju,116.303819,39.866770,10号线,北京
六里桥,BV10013475,liu li qiao,116.302808,39.880239,10号线,北京
莲花桥,BV10002829,lian hua qiao,116.310347,39.897867,10号线,北京
公主坟,BV10000306,gong zhu fen,116.309919,39.907469,10号线,北京
西钓鱼台,BV10002778,xi diao yu tai,116.298064,39.923481,10号线,北京
慈寿寺,BV10013496,ci shou si,116.295467,39.933268,10号线,北京
车道沟,BV10012405,che dao gou,116.293818,39.947923,10号线,北京
长春桥,BV10007535,chang chun qiao,116.294255,39.958527,10号线,北京
火器营,BV10007538,huo qi ying,116.289058,39.965938,10号线,北京
西直门,BV10001595,xi zhi men,116.355426,39.940474,13号线,北京
大钟寺,BV10001016,da zhong si,116.345139,39.966612,13号线,北京
知春路,BV10001218,zhi chun lu,116.339960,39.976476,13号线,北京
五道口,BV10006886,wu dao kou,116.337742,39.992894,13号线,北京
上地,BV10013516,shang di,116.320193,40.033007,13号线,北京
清河站,BV11467455,QingHe Zhan,116.314797,40.041090,13号线,北京
西二旗,BV10007027,XiErQi,116.306295,40.053034,13号线,北京
龙泽,BV10013515,long ze,116.319429,40.070882,13号线,北京
回龙观,BV10013514,hui long guan,116.336116,40.070800,13号线,北京
霍营,BV10007658,HuoYing,116.360286,40.071857,13号线,北京
立水桥,BV10000461,li shui qiao,116.412350,40.053032,13号线,北京
北苑,BV10000150,bei yuan,116.434518,40.042997,13号线,北京
望京西,BV10013377,wang jing xi,116.449884,39.995724,13号线,北京
芍药居,BV10006575,shao yao ju,116.435914,39.977636,13号线,北京
光熙门,BV10013512,guang xi men,116.431761,39.968337,13号线,北京
柳芳,BV10013511,liu fang,116.432728,39.958157,13号线,北京
东直门,BV10002731,dong zhi men,116.435842,39.941626,13号线,北京
善各庄,BV10416596,shan ge zhuang,116.478195,40.027160,14号线东段,北京
来广营,BV10416588,lai guang ying,116.466994,40.020588,14号线东段,北京
东湖渠,BV10416590,dong hu qu,116.467412,40.010670,14号线东段,北京
望京,BV10013356,wang jing,116.469409,39.998521,14号线东段,北京
阜通,BV10416592,fu tong,116.471740,39.991699,14号线东段,北京
望京南,BV10416591,wang jing nan,116.481634,39.984634,14号线东段,北京
将台,BV10416595,jiang tai,116.489496,39.971109,14号线东段,北京
东风北桥,BV10416594,dong feng bei qiao,116.485919,39.958375,14号线东段,北京
枣营,BV10416587,zao ying,116.474947,39.944132,14号线东段,北京
朝阳公园,BV10416593,zhao yang gong yuan,116.478291,39.933492,14号线东段,北京
金台路,BV10008284,jin tai lu,116.478115,39.923556,14号线东段,北京
大望路,BV10013364,da wang lu,116.475783,39.908287,14号线东段,北京
九龙山,BV10006224,jiu long shan,116.478695,39.893222,14号线东段,北京
平乐园,BV10007475,ping le yuan,116.477307,39.885275,14号线东段,北京
北工大西门,BV10590953,bei gong da xi men,116.477319,39.875445,14号线东段,北京
十里河,BV10013367,shi li he,116.457983,39.866417,14号线东段,北京
方庄,BV10012561,fang zhuang,116.440244,39.865868,14号线东段,北京
蒲黄榆,BV10006603,pu huang yu,116.423720,39.865621,14号线东段,北京
景泰,BV10590951,jing tai,116.411027,39.865255,14号线东段,北京
永定门外,BV10013368,yong ding men wai,116.399369,39.867435,14号线东段,北京
北京南站,BV10006454,bei jing nan zhan,116.378963,39.865029,14号线东段,北京
西局,BV10000215,xi ju,116.303819,39.866770,14号线西段,北京
七里庄,BV10000636,qi li zhuang,116.294292,39.866773,14号线西段,北京
大井,BV10006219,da jing,116.276061,39.865226,14号线西段,北京
郭庄子,BV10013400,guo zhuang zi,116.253068,39.864841,14号线西段,北京
大瓦窑,BV10007072,da wa yao,116.240480,39.859470,14号线西段,北京
园博园,BV10013401,yuan bo yuan,116.201643,39.861328,14号线西段,北京
张郭庄,BV10006917,zhang guo zhuang,116.187193,39.858100,14号线西段,北京
俸伯,BV10002186,feng bo,116.684732,40.132573,15号线,北京
顺义,BV10013405,shun yi,116.657023,40.129994,15号线,北京
石门,BV10013404,shi men,116.641117,40.129802,15号线,北京
南法信,BV10002190,nan fa xin,116.609535,40.128478,15号线,北京
后沙峪,BV10009387,hou sha yu,116.564211,40.114127,15号线,北京
花梨坎,BV10002223,hua li kan,116.557593,40.084436,15号线,北京
国展,BV10013403,guo zhan,116.555127,40.070030,15号线,北京
孙河,BV10002193,sun he,116.534700,40.045113,15号线,北京
马泉营,BV10011274,ma quan ying,116.503480,40.033721,15号线,北京
崔各庄,BV10000963,cui ge zhuang,116.492968,40.022201,15号线,北京
望京东,BV10013402,wang jing dong,116.487105,40.003200,15号线,北京
望京,BV10013356,wang jing,116.469409,39.998521,15号线,北京
望京西,BV10013377,wang jing xi,116.449884,39.995724,15号线,北京
关庄,BV10416640,guan zhuang,116.430947,40.001134,15号线,北京
大屯路东,BV10013376,da tun lu dong,116.417377,40.003841,15号线,北京
安立路,BV10416647,an li lu,116.407845,40.002619,15号线,北京
奥林匹克公园,BV10013375,ao lin pi ke gong yuan,116.391758,40.002207,15号线,北京
北沙滩,BV10416650,bei sha tan,116.368143,40.001492,15号线,北京
六道口,BV10416642,liu dao kou,116.352670,40.000958,15号线,北京
清华东路西口,BV10416646,qing hua dong lu xi kou,116.339530,40.000673,15号线,北京
北安河,BV10740312,bei an he,116.130428,40.068128,16号线,北京
温阳路,BV10740317,wen yang lu,116.161361,40.068516,16号线,北京
稻香湖路,BV10711029,dao xiang hu lu,116.188145,40.068936,16号线,北京
屯佃,BV10740314,tun dian,116.215850,40.068454,16号线,北京
永丰,BV10740319,yong feng,116.238481,40.071868,16号线,北京
永丰南,BV10740315,yong feng nan,116.248154,40.065575,16号线,北京
西北旺,BV10740313,xi bei wang,116.257923,40.048703,16号线,北京
马连洼,BV10740318,ma lian wa,116.272520,40.032637,16号线,北京
农大南路,BV10740316,nong da nan lu,116.282272,40.021398,16号线,北京
西苑,BV10000920,xi yuan,116.290908,39.998258,16号线,北京
万泉河桥,BV10531973,WanQuanHe Qiao,116.300157,39.985067,16号线,北京
苏州桥,BV10007288,SuZhou Qiao,116.308092,39.962052,16号线,北京
万寿寺,BV10000208,WanShouSi,116.309904,39.947773,16号线,北京
国家图书馆,BV10000252,GuoJia TuShuGuan,116.325190,39.943114,16号线,北京
甘家口,BV10013501,GanJiaKou,116.334534,39.923392,16号线,北京
四惠,BV10000275,si hui,116.495456,39.908749,八通线,北京
四惠东,BV10007589,si hui dong,116.515664,39.908495,八通线,北京
高碑店,BV10013517,gao bei dian,116.531421,39.909448,八通线,北京
传媒大学,BV10013518,chuan mei da xue,116.554639,39.909215,八通线,北京
双桥,BV10013519,shuang qiao,116.576709,39.910139,八通线,北京
管庄,BV10004294,guan zhuang,116.599002,39.909090,八通线,北京
八里桥,BV10001118,ba li qiao,116.618658,39.906121,八通线,北京
通州北苑,BV10004143,tong zhou bei yuan,116.637252,39.903864,八通线,北京
果园,BV10004141,guo yuan,116.646606,39.893393,八通线,北京
九棵树,BV10001298,jiu ke shu,116.657533,39.890278,八通线,北京
梨园,BV10002455,li yuan,116.668720,39.883677,八通线,北京
临河里,BV10013520,lin he li,116.678811,39.875496,八通线,北京
土桥,BV10004138,tu qiao,116.686349,39.871926,八通线,北京
花庄,BV11253781,HuaZhuang,116.695495,39.856722,八通线,北京
昌平西山口,BV10550714,chang ping xi shan kou,116.195371,40.244624,昌平线,北京
十三陵景区,BV10013483,shi san ling jing qu,116.207729,40.240255,昌平线,北京
昌平,BV10013482,chang ping,116.233590,40.220550,昌平线,北京
昌平东关,BV10550716,chang ping dong guan,116.262059,40.221726,昌平线,北京
北邵洼,BV10550715,bei shao wa,116.281949,40.222001,昌平线,北京
南邵,BV10001633,nan shao,116.287534,40.207492,昌平线,北京
沙河高教园,BV10013477,sha he gao jiao yuan,116.280465,40.164666,昌平线,北京
沙河,BV10000338,sha he,116.288865,40.148278,昌平线,北京
巩华城,BV10013478,gong hua cheng,116.293979,40.130900,昌平线,北京
朱辛庄,BV10000571,zhu xin zhuang,116.313698,40.104297,昌平线,北京
生命科学园,BV10000877,sheng ming ke xue yuan,116.294230,40.094790,昌平线,北京
西二旗,BV10007027,XiErQi,116.306295,40.053034,昌平线,北京
草桥,BV10000222,CaoQiao,116.351387,39.845869,大兴国际机场线,北京
大兴新城,BV10877516,DaXing XinCheng,116.365522,39.735583,大兴国际机场线,北京
大兴机场,BV11146181,DaXing JiChang,116.416725,39.511375,大兴国际机场线,北京
阎村东,BV10561755,yan cun dong,116.100817,39.729028,房山线,北京
苏庄,BV10003977,su zhuang,116.125306,39.723188,房山线,北京
良乡南关,BV10013427,liang xiang nan guan,116.140804,39.723202,房山线,北京
良乡大学城西,BV10003994,liang xiang da xue cheng xi,116.156282,39.723157,房山线,北京
良乡大学城,BV10003965,liang xiang da xue cheng,116.176541,39.723159,房山线,北京
良乡大学城北,BV10003967,liang xiang da xue cheng bei,116.183480,39.729906,房山线,北京
广阳城,BV10013426,guang yang cheng,116.184985,39.747930,房山线,北京
篱笆房,BV10001096,li ba fang,116.189486,39.760636,房山线,北京
长阳,BV10013425,chang yang,116.212692,39.763871,房山线,北京
稻田,BV10013424,dao tian,116.218840,39.794885,房山线,北京
大葆台,BV10013423,da bao tai,116.291681,39.807810,房山线,北京
郭公庄,BV10007779,GuoGongZhuang,116.301889,39.814322,房山线,北京
白盆窑,BV10563755,BaiPen Yao,116.313391,39.819590,房山线,北京
花乡东桥,BV10563754,HuaXiang DongQiao,116.320160,39.829272,房山线,北京
首经贸,BV10013494,ShouJingMao,116.320202,39.844463,房山线,北京
东管头南,BV10562654,DongGuanTou Nan,116.321319,39.852631,房山线,北京
T3航站楼,BV10009415,T3 hang zhan lou,116.615583,40.052657,首都机场线,北京
T2航站楼,BV10013428,T2 hang zhan lou,116.592808,40.079311,首都机场线,北京
三元桥,BV10000199,san yuan qiao,116.456997,39.961508,首都机场线,北京
