站点名称,POI编号,拼音名称,gd经度,gd纬度,路线名称,城市名称
朝阳村,BV10783878,ChaoYangCun,113.010784,28.186494,3号线,长沙
长沙火车站,BV10230535,ChangSha HuoCheZhan,113.010987,28.193633,3号线,长沙
烈士公园东,BV10783886,LieShi GongYuan Dong,113.008970,28.208126,3号线,长沙
丝茅冲,BV10783873,SiMaoChong,113.006989,28.223694,3号线,长沙
四方坪,BV10783874,SiFangPing,113.007036,28.230812,3号线,长沙
雅雀湖,BV10783885,YaQueHu,113.013852,28.237324,3号线,长沙
长沙大学,BV10783869,ChangSha DaXue,113.031121,28.240928,3号线,长沙
月湖公园北,BV10783876,YueHu GongYuan Bei,113.041096,28.242686,3号线,长沙
湘龙,BV10783884,XiangLong,113.06097,28.245687,3号线,长沙
星沙,BV10783882,XingSha,113.086893,28.245662,3号线,长沙
松雅湖(南),BV10783887,SongYaHu (Nan),113.103550,28.245423,3号线,长沙
星沙文体中心,BV10783872,XingSha WenTi ZhongXin,113.111578,28.245450,3号线,长沙
螺丝塘,BV10966209,LuoSiTang,113.123168,28.245467,3号线,长沙
广生,BV10783875,GuangSheng,113.135584,28.244943,3号线,长沙
罐子岭,BV10784666,GuanZiLing,112.923179,28.294837,4号线,长沙
月亮岛西,BV10784641,YueLiang DaoXi,112.929541,28.287271,4号线,长沙
湘江新城,BV10784671,XiangJiang XinCheng,112.933708,28.281703,4号线,长沙
汉王陵公园,BV10784657,HanWangLing GongYuan,112.947534,28.267719,4号线,长沙
福元大桥西,BV10784665,FuYuan DaQiao Xi,112.958741,28.253235,4号线,长沙
茶子山,BV10784642,ChaZiShan,112.959532,28.242663,4号线,长沙
观沙岭,BV10784670,GuanShaLing,112.952474,28.230549,4号线,长沙
六沟垅,BV10784654,LiuGou Long,112.954311,28.221029,4号线,长沙
望月湖,BV10784652,WangYueHu,112.955938,28.206613,4号线,长沙
溁湾镇,BV10230068,YingWanZhen,112.951436,28.197614,4号线,长沙
湖南师大,BV10784660,HuNan ShiDa,112.948159,28.186262,4号线,长沙
湖南大学,BV10784663,HuNan DaXue,112.946592,28.179689,4号线,长沙
阜埠河,BV10783888,FuBuHe,112.947515,28.166300,4号线,长沙
碧沙湖,BV10784653,BiShaHu,112.967816,28.164447,4号线,长沙
黄土岭,BV10424908,HuangTuLing,112.985503,28.160534,4号线,长沙
砂子塘,BV10784655,ShaZiTang,112.992857,28.162338,4号线,长沙
赤岗岭,BV10784656,ChiGangLing,113.005298,28.159718,4号线,长沙
树木岭,BV10784668,ShuMuLing,113.020083,28.155980,4号线,长沙
圭塘,BV10784672,GuiTang,113.031077,28.157508,4号线,长沙
沙湾公园,BV10230090,ShaWan GongYuan,113.044896,28.157673,4号线,长沙
粟塘,BV10784647,SuTang,113.052403,28.157647,4号线,长沙
平阳,BV10784643,PingYang,113.057081,28.152172,4号线,长沙
长沙火车南站,BV10230231,ChangSha HuoChe NanZhan,113.065216,28.146879,4号线,长沙
光达,BV10494974,GuangDa,113.085035,28.148484,4号线,长沙
杜家坪,BV10858821,DuJiaPing,113.093776,28.141504,4号线,长沙
水渡河,BV10784649,ShuiDuHe,113.063964,28.279842,5号线,长沙
土桥,BV10784658,TuQiao,113.05604,28.263805,5号线,长沙
白茅铺,BV10784644,BaiMaoPu,113.048751,28.25031,5号线,长沙
月湖公园北,BV10783876,YueHu GongYuan Bei,113.041096,28.242686,5号线,长沙
马栏山,BV10784667,MaLan Shan,113.040804,28.231662,5号线,长沙
鸭子铺,BV10784664,YaZiPu,113.036078,28.225036,5号线,长沙
火炬村,BV10784669,HuoJuCun,113.031218,28.208453,5号线,长沙
马王堆,BV10784645,MaWangDui,113.030885,28.200047,5号线,长沙
万家丽广场,BV10230974,WanJiaLi GuangChang,113.030191,28.191546,5号线,长沙
芙蓉区政府,BV10922516,FuRongQu ZhengFu,113.03038,28.185314,5号线,长沙
高桥北,BV10784662,GaoQiao Bei,113.030082,28.176188,5号线,长沙
高桥南,BV10784659,GaoQiao Nan,113.029654,28.167044,5号线,长沙
圭塘,BV10784672,GuiTang,113.031077,28.157508,5号线,长沙
木桥,BV10784661,MuQiao,113.030891,28.148709,5号线,长沙
雨花区政府,BV10784650,YuHuaQu ZhengFu,113.035087,28.137564,5号线,长沙
大塘,BV10784640,DaTang,113.036453,28.130984,5号线,长沙
板塘冲,BV10784648,BanTangChong,113.03951,28.116274,5号线,长沙
毛竹塘,BV10784651,MaoZhuTang,113.036598,28.095029,5号线,长沙
磁浮机场站,BV10689109,CiFu JiChang Zhan,113.219079,28.191653,磁浮快线,长沙
磁浮榔梨,BV10689108,Ci FuLangLi,113.133357,28.160767,磁浮快线,长沙
磁浮高铁站,BV10689110,CiFu GaoTie Zhan,113.067434,28.148820,磁浮快线,长沙
霞浦,BV10644845,XiaPu,121.856750,29.890445,1号线,宁波
长江路,BV10644844,ChangJiang Lu,121.843773,29.890703,1号线,宁波
中河路,BV10644849,ZhongHe Lu,121.829607,29.893725,1号线,宁波
松花江路,BV10644848,SongHuaJiang Lu,121.808583,29.904204,1号线,宁波
大碶,BV10644850,DaQi,121.794673,29.893302,1号线,宁波
邬隘,BV10644847,WuAi,121.782269,29.874725,1号线,宁波
宝幢,BV10644843,BaoZhuang,121.733579,29.839346,1号线,宁波
五乡,BV10644846,WuXiang,121.690153,29.838494,1号线,宁波
邱隘东,BV10644851,Qiu AiDong,121.661441,29.846562,1号线,宁波
东环南路,BV10194030,DongHuan NanLu,121.650587,29.853024,1号线,宁波
盛莫路,BV10198658,ShengMo Lu,121.636273,29.856445,1号线,宁波
福庆北路,BV10198657,FuQing BeiLu,121.624204,29.858826,1号线,宁波
海晏北路,BV10198542,HaiYan BeiLu,121.614624,29.860234,1号线,宁波
世纪大道,BV10192466,ShiJi DaDao,121.602005,29.859027,1号线,宁波
福明路,BV10192022,FuMing Lu,121.593092,29.860980,1号线,宁波
樱花公园,BV10193715,YingHua GongYuan,121.581421,29.864427,1号线,宁波
舟孟北路,BV10193171,ZhouMeng BeiLu,121.574006,29.867239,1号线,宁波
江厦桥东,BV10192366,JiangXia QiaoDong,121.565095,29.869410,1号线,宁波
东门口,BV10192145,DongMenKou,121.555432,29.871481,1号线,宁波
鼓楼,BV10191786,GuLou,121.548970,29.873914,1号线,宁波
西门口,BV10192257,XiMenKou,121.539928,29.874847,1号线,宁波
大卿桥,BV10192052,DaQing Qiao,121.531880,29.876588,1号线,宁波
泽民,BV10198656,ZeMin,121.521148,29.878630,1号线,宁波
望春桥,BV10198655,WangChun Qiao,121.508874,29.881923,1号线,宁波
徐家漕长乐,BV10198654,XuJiaCao ChangLe,121.496877,29.887631,1号线,宁波
芦港,BV10194107,LuGang,121.487283,29.890340,1号线,宁波
梁祝,BV10198653,LiangZhu,121.476733,29.894880,1号线,宁波
高桥,BV10193278,GaoQiao,121.464107,29.901488,1号线,宁波
高桥西,BV10198652,Gao QiaoXi,121.453556,29.910802,1号线,宁波
栎社国际机场,BV10198642,LiShe GuoJi JiChang,121.461371,29.817786,2号线,宁波
栎社,BV10564133,LiShe,121.483496,29.809483,2号线,宁波
鄞州大道,BV10198644,YinZhou DaDao,121.496395,29.818439,2号线,宁波
石碶,BV10198645,ShiQi,121.504304,29.825732,2号线,宁波
轻纺城,BV10192108,QingFangCheng,121.514326,29.831500,2号线,宁波
藕池,BV10198646,OuChi,121.512768,29.841524,2号线,宁波
客运中心,BV10198647,KeYun ZhongXin,121.512386,29.850722,2号线,宁波
丽园南路,BV10198648,LiYuan NanLu,121.517716,29.858133,2号线,宁波
云霞路,BV10193207,YunXia Lu,121.526364,29.858542,2号线,宁波
宁波火车站,BV10191783,NingBo HuoCheZhan,121.537022,29.862141,2号线,宁波
城隍庙,BV10195737,ChengHuangMiao,121.548778,29.867124,2号线,宁波
鼓楼,BV10191786,GuLou,121.548970,29.873914,2号线,宁波
外滩大桥,BV10198649,WaiTan DaQiao,121.558811,29.882812,2号线,宁波
正大路,BV10192063,ZhengDa Lu,121.562039,29.889763,2号线,宁波
倪家堰,BV10191764,NiJiaYan,121.566719,29.898239,2号线,宁波
压赛堰,BV10552189,YaSaiYan,121.575493,29.903443,2号线,宁波
大通桥,BV10192140,DaTong Qiao,121.581424,29.903762,2号线,宁波
孔浦,BV10192138,KongPu,121.592313,29.904137,2号线,宁波
路林,BV10198651,Lu Lin,121.612425,29.908967,2号线,宁波
三官堂,BV10192161,SanGuanTang,121.620865,29.911651,2号线,宁波
宁波大学,BV10192164,NingBo DaXue,121.634428,29.911594,2号线,宁波
清水浦,BV10192168,QingShuiPu,121.660928,29.921765,2号线,宁波
五里牌,BV11363954,WuLiPai,121.677461,29.938232,2号线,宁波
枫园,BV11363955,FengYuan,121.693489,29.949831,2号线,宁波
聪园路,BV11363953,CongYuan Lu,121.705250,29.951084,2号线,宁波
大通桥,BV10192140,DaTong Qiao,121.581424,29.903762,3号线/宁奉城际,宁波
中兴大桥南,BV10799872,ZhongXing DaQiao Nan,121.587855,29.890126,3号线/宁奉城际,宁波
明楼,BV10799895,MingLou,121.589196,29.879741,3号线/宁奉城际,宁波
体育馆,BV10799866,TiYuGuan,121.585329,29.871762,3号线/宁奉城际,宁波
樱花公园,BV10193715,YingHua GongYuan,121.581421,29.864427,3号线/宁奉城际,宁波
儿童公园,BV10799900,ErTong GongYuan,121.578385,29.853160,3号线/宁奉城际,宁波
仇毕,BV10799885,ChouBi,121.575632,29.845140,3号线/宁奉城际,宁波
钱湖北路,BV10799890,QianHu BeiLu,121.566089,29.835373,3号线/宁奉城际,宁波
锦寓路,BV10799887,JinYu Lu,121.555692,29.833727,3号线/宁奉城际,宁波
四明中路,BV10799897,SiMing ZhongLu,121.550882,29.827839,3号线/宁奉城际,宁波
鄞州区政府,BV10799878,YinZhouQu ZhengFu,121.550431,29.818812,3号线/宁奉城际,宁波
南部商务区,BV10799883,NanBu ShangWu Qu,121.549225,29.806873,3号线/宁奉城际,宁波
鄞州客运总站,BV10799899,YinZhou KeYun ZongZhan,121.541650,29.800900,3号线/宁奉城际,宁波
句章路,BV10799870,GouZhang Lu,121.531402,29.796846,3号线/宁奉城际,宁波
高塘桥,BV10799882,GaoTang Qiao,121.529558,29.789544,3号线/宁奉城际,宁波
姜山,BV11212271,Jiang Shan,121.527543,29.770623,3号线/宁奉城际,宁波
狮山,BV11212275,ShiShan,121.519014,29.763928,3号线/宁奉城际,宁波
明辉路,BV11212276,MingHui Lu,121.505396,29.764278,3号线/宁奉城际,宁波
朝阳,BV11212279,ChaoYang,121.488964,29.765047,3号线/宁奉城际,宁波
方桥,BV11212274,FangQiao,121.452395,29.745643,3号线/宁奉城际,宁波
琎琳,BV11212273,JinLin,121.448437,29.722085,3号线/宁奉城际,宁波
南渡,BV11212278,NanDu,121.447341,29.708642,3号线/宁奉城际,宁波
大成东路,BV11212277,DaCheng DongLu,121.449564,29.672472,3号线/宁奉城际,宁波
金海路,BV11212272,JinHai Lu,121.449288,29.651501,3号线/宁奉城际,宁波
慈城,BV10799876,CiCheng,121.450973,29.975471,4号线,宁波
官山河,BV10799875,Guan ShanHe,121.460099,29.961327,4号线,宁波
长兴路,BV10799891,ChangXing Lu,121.462151,29.948101,4号线,宁波
金山路,BV10799869,JinShan Lu,121.470700,29.941070,4号线,宁波
奥体中心,BV10799871,AoTi ZhongXin,121.490244,29.934132,4号线,宁波
洪塘中路,BV10799894,HongTang ZhongLu,121.501582,29.927570,4号线,宁波
洪大路,BV10799868,HongDa Lu,121.521839,29.921287,4号线,宁波
庄桥火车站,BV10799880,ZhuangQiao HuoCheZhan,121.534510,29.921992,4号线,宁波
丽江路,BV10799881,LiJiang Lu,121.538966,29.910628,4号线,宁波
双东路,BV10799867,ShuangDong Lu,121.532690,29.896099,4号线,宁波
翠柏里,BV10799874,CuiBaiLi,121.532273,29.888041,4号线,宁波
大卿桥,BV10192052,DaQing Qiao,121.531880,29.876588,4号线,宁波
柳西,BV10799893,LiuXi,121.531223,29.870134,4号线,宁波
宁波火车站,BV10191783,NingBo HuoCheZhan,121.537022,29.862141,4号线,宁波
兴宁桥西,BV10799873,XingNing QiaoXi,121.548717,29.858995,4号线,宁波
兴宁桥东,BV10799896,XingNing QiaoDong,121.556490,29.854152,4号线,宁波
白鹤,BV10799892,BaiHe,121.566228,29.852318,4号线,宁波
儿童公园,BV10799900,ErTong GongYuan,121.578385,29.853160,4号线,宁波
矮柳,BV10799886,AiLiu,121.587279,29.851379,4号线,宁波
潘火路,BV10799889,PanHuo Lu,121.591518,29.840227,4号线,宁波
嵩江东路,BV10799879,SongJiang DongLu,121.583548,29.825887,4号线,宁波
南高教园区,BV10799884,Nan GaoJiao YuanQu,121.580031,29.816580,4号线,宁波
金达南路,BV10799888,JinDa NanLu,121.592477,29.804240,4号线,宁波
小洋江,BV10799877,XiaoYangJiang,121.611398,29.793052,4号线,宁波
东钱湖,BV10799898,DongQianHu,121.628335,29.781753,4号线,宁波
堰桥,BV10125108,YanQiao,120.314910,31.675557,1号线,无锡
锡北运河,BV10128149,Xi BeiYunHe,120.314878,31.662275,1号线,无锡
西漳,BV10128148,XiZhang,120.303648,31.645835,1号线,无锡
天一,BV10128147,TianYi,120.304345,31.637838,1号线,无锡
刘潭,BV10128146,LiuTan,120.304405,31.626619,1号线,无锡
庄前,BV10128145,ZhuangQian,120.304897,31.609833,1号线,无锡
民丰,BV10128144,MinFeng,120.303539,31.600949,1号线,无锡
无锡火车站,BV10128126,WuXi HuoCheZhan,120.306767,31.589407,1号线,无锡
胜利门,BV10124809,ShengLiMen,120.299901,31.581945,1号线,无锡
三阳广场,BV10128109,SanYang GuangChang,120.299815,31.575787,1号线,无锡
南禅寺,BV10124807,NanChanSi,120.306161,31.567481,1号线,无锡
谈渡桥,BV10128143,TanDu Qiao,120.305131,31.562049,1号线,无锡
太湖广场,BV10128142,TaiHu GuangChang,120.305212,31.555193,1号线,无锡
清名桥,BV10128141,QingMingQiao,120.311299,31.549239,1号线,无锡
人民医院,BV10124642,RenMin YiYuan,120.319300,31.541931,1号线,无锡
华清大桥,BV10127903,HuaQing DaQiao,120.327989,31.533799,1号线,无锡
扬名,BV10128140,YangMing,120.324500,31.521122,1号线,无锡
南湖家园,BV10128139,NanHu JiaYuan,120.324167,31.509787,1号线,无锡
塘铁桥,BV10128138,TangTieQiao,120.325888,31.500782,1号线,无锡
金匮公园,BV10125038,JinKui GongYuan,120.320208,31.493467,1号线,无锡
市民中心,BV10128137,ShiMin ZhongXin,120.305158,31.491101,1号线,无锡
文化宫,BV10124415,WenHuaGong,120.291179,31.490014,1号线,无锡
江南大学,BV10125530,JiangNan DaXue,120.278763,31.483933,1号线,无锡
长广溪,BV10128136,ChangGuangXi,120.277388,31.473366,1号线,无锡
雪浪,BV10886627,XueLang,120.279623,31.459934,1号线,无锡
葛埭桥,BV10886628,GeDai Qiao,120.274227,31.447770,1号线,无锡
南方泉,BV10886626,NanFang Quan,120.270275,31.436882,1号线,无锡
无锡东站,BV10124723,WuXi DongZhan,120.460118,31.596981,2号线,无锡
迎宾广场,BV10417343,YingBin GuangChang,120.454474,31.591617,2号线,无锡
映月湖公园,BV10417338,YingYueHu GongYuan,120.449698,31.587221,2号线,无锡
查桥,BV10417334,ZhaQiao,120.431377,31.581120,2号线,无锡
九里河公园,BV10417332,JiuLiHe GongYuan,120.408619,31.580374,2号线,无锡
云林,BV10417340,YunLin,120.395030,31.579536,2号线,无锡
庄桥,BV10417331,ZhuangQiao,120.379073,31.578105,2号线,无锡
东亭,BV10417336,DongTing,120.363665,31.582134,2号线,无锡
柏庄,BV10417346,BaiZhuang,120.351078,31.585997,2号线,无锡
广益,BV10417337,GuangYi,120.341347,31.586566,2号线,无锡
靖海,BV10417328,JingHai,120.330414,31.583353,2号线,无锡
上马墩,BV10417339,ShangMaDun,120.320767,31.582366,2号线,无锡
东林广场,BV10417345,DongLin GuangChang,120.308394,31.578479,2号线,无锡
三阳广场,BV10128109,SanYang GuangChang,120.299815,31.575787,2号线,无锡
五爱广场,BV10417344,WuAi GuangChang,120.290551,31.573626,2号线,无锡
梁溪大桥,BV10417335,LiangXi DaQiao,120.286370,31.567255,2号线,无锡
大王基,BV10417341,DaWangJi,120.275666,31.564803,2号线,无锡
河埒口,BV10417342,HeLie Kou,120.260863,31.562011,2号线,无锡
小桃源,BV10417330,Xiao TaoYuan,120.249470,31.559200,2号线,无锡
荣巷,BV10417329,RongXiang,120.236493,31.556647,2号线,无锡
梅园开原寺,BV10417333,MeiYuan KaiYuan Si,120.219585,31.550948,2号线,无锡
苏庙,BV10124575,SuMiao,120.216060,31.596784,3号线,无锡
钱桥,BV10124578,QianQiao,120.229675,31.596498,3号线,无锡
龙山梢,BV10124689,LongShan Shao,120.244015,31.600118,3号线,无锡
石门路,BV10128124,ShiMen Lu,120.259095,31.597377,3号线,无锡
盛岸,BV10128125,ShengAn,120.269868,31.592349,3号线,无锡
吴桥,BV10124447,WuQiao,120.285481,31.593777,3号线,无锡
北栅口,BV10124730,BeiCeKou,120.297117,31.591040,3号线,无锡
无锡火车站,BV10128126,WuXi HuoCheZhan,120.306767,31.589407,3号线,无锡
广瑞,BV10128127,GuangRui,120.319391,31.588852,3号线,无锡
靖海,BV10417328,JingHai,120.330414,31.583353,3号线,无锡
东风,BV10128128,DongFeng,120.332308,31.573515,3号线,无锡
叙丰,BV10124863,XuFeng,120.337155,31.566238,3号线,无锡
太湖花园,BV10124675,TaiHu HuaYuan,120.343983,31.559049,3号线,无锡
新光路,BV10124685,XinGuang Lu,120.352475,31.549408,3号线,无锡
旺庄路,BV10128129,WangZhuang Lu,120.357816,31.542129,3号线,无锡
黄山路,BV10709559,HuangShan Lu,120.369864,31.529726,3号线,无锡
高浪东路,BV10709558,GaoLang DongLu,120.376048,31.523336,3号线,无锡
周泾巷,BV10128130,ZhouJing Xiang,120.385582,31.513717,3号线,无锡
无锡新区,BV10709562,WuXi XinQu,120.392141,31.499378,3号线,无锡
长江南路,BV10128132,ChangJiang NanLu,120.403221,31.497390,3号线,无锡
硕放机场,BV10128134,ShuoFang JiChang,120.430807,31.502584,3号线,无锡
东郭庄,BV10843254,DongGuoZhuang,120.412004,36.334834,1号线,青岛
沟岔,BV10843265,GouCha,120.400078,36.327025,1号线,青岛
农业大学,BV10843264,NongYe DaXue,120.390904,36.315811,1号线,青岛
正阳中路,BV10843267,ZhengYang ZhongLu,120.390723,36.306004,1号线,青岛
小寨子,BV10843271,XiaoZhaiZi,120.390192,36.296519,1号线,青岛
凤岗路,BV10843258,FengGang Lu,120.386132,36.285973,1号线,青岛
流亭,BV10843263,LiuTing,120.388616,36.268301,1号线,青岛
仙家寨(汽车北站),BV10843268,XianJiaZhai (QiChe BeiZhan),120.393189,36.240025,1号线,青岛
瑞金路,BV10843256,RuiJin Lu,120.395172,36.227434,1号线,青岛
遵义路,BV10843262,ZunYi Lu,120.397632,36.214618,1号线,青岛
南岭,BV10843261,NanLing,120.400139,36.201457,1号线,青岛
兴国路,BV10829336,XingGuo Lu,120.401527,36.191035,1号线,青岛
永年路,BV11372767,YongNian Lu,120.396039,36.181643,1号线,青岛
沧安路,BV11372766,CangAn Lu,120.382098,36.180128,1号线,青岛
青岛北站,BV10425284,QingDao BeiZhan,120.376795,36.169777,1号线,青岛
李村公园,BV10425294,li cun gong yuan,120.425954,36.167794,2号线,青岛
李村,BV10425279,LiCun,120.424747,36.159067,2号线,青岛
枣山路,BV10425276,zao shan lu,120.433459,36.153862,2号线,青岛
华楼山路,BV10604565,hua lou shan lu,120.439516,36.149334,2号线,青岛
东韩,BV10425300,dong han,120.441927,36.128291,2号线,青岛
辽阳东路,BV10831106,liao yang dong lu,120.450073,36.117388,2号线,青岛
同安路,BV10425291,tong an lu,120.455361,36.111315,2号线,青岛
苗岭路,BV10425293,miao ling lu,120.464784,36.100457,2号线,青岛
石老人浴场,BV10604561,shi lao ren yu chang,120.464463,36.093228,2号线,青岛
海安路,BV10425304,hai an lu,120.450859,36.085683,2号线,青岛
海川路,BV10425286,hai chuan lu,120.443405,36.076445,2号线,青岛
海游路,BV10604564,hai you lu,120.434638,36.071724,2号线,青岛
麦岛,BV10425282,MaiDao,120.423198,36.066093,2号线,青岛
高雄路,BV10425288,GaoXiong Lu,120.410706,36.066133,2号线,青岛
燕儿岛路,BV10425285,YanErDao Lu,120.401596,36.064963,2号线,青岛
浮山所,BV10604566,FuShan Suo,120.390666,36.065735,2号线,青岛
五四广场,BV10425290,WuSi GuangChang,120.380343,36.064750,2号线,青岛
芝泉路,BV10425306,ZhiQuan Lu,120.368590,36.069496,2号线,青岛
台东,BV10425305,TaiDong,120.354282,36.082090,2号线,青岛
利津路,BV11300103,LiJin Lu,120.346366,36.082639,2号线,青岛
泰山路,BV10425298,TaiShan Lu,120.333341,36.084281,2号线,青岛
青岛北站,BV10425284,QingDao BeiZhan,120.376795,36.169777,3号线,青岛
永平路,BV10425272,yong ping lu,120.393108,36.172198,3号线,青岛
振华路,BV10563756,zhen hua lu,120.405921,36.169204,3号线,青岛
君峰路,BV10425278,jun feng lu,120.414861,36.164622,3号线,青岛
李村,BV10425279,LiCun,120.424747,36.159067,3号线,青岛
万年泉路,BV10425283,WanNianQuan Lu,120.427661,36.148605,3号线,青岛
海尔路,BV10593112,HaiEr Lu,120.423208,36.137111,3号线,青岛
地铁大厦,BV10593113,DiTie DaSha,120.414359,36.130893,3号线,青岛
长沙路,BV10593111,ChangSha Lu,120.403261,36.120809,3号线,青岛
双山,BV10425292,ShuangShan,120.397406,36.114280,3号线,青岛
清江路,BV10832399,QingJiang Lu,120.387296,36.106869,3号线,青岛
错埠岭,BV10606456,CuoBuLing,120.385384,36.096070,3号线,青岛
敦化路,BV10832401,DunHua Lu,120.385321,36.088765,3号线,青岛
宁夏路,BV10832404,NingXiaLu,120.385691,36.081741,3号线,青岛
江西路,BV10832400,JiangXi Lu,120.388271,36.073635,3号线,青岛
五四广场,BV10425290,WuSi GuangChang,120.380343,36.064750,3号线,青岛
延安三路,BV10832406,YanAn San Lu,120.373767,36.060740,3号线,青岛
太平角公园,BV10832402,TaiPingJiao GongYuan,120.359654,36.053773,3号线,青岛
中山公园,BV10832403,ZhongShan GongYuan,120.351805,36.058342,3号线,青岛
汇泉广场,BV10832405,HuiQuan GuangChang,120.343300,36.059678,3号线,青岛
人民会堂,BV10606457,RenMin HuiTang,120.329875,36.060331,3号线,青岛
青岛站,BV10606461,QingDao Zhan,120.315097,36.063675,3号线,青岛
胶州北站,BV11455386,JiaoZhou BeiZhan,120.054984,36.395171,8号线,青岛
胶东机场,BV11455395,JiaoDong JiChang,120.096340,36.356934,8号线,青岛
胶东,BV11455388,JiaoDong,120.117612,36.313674,8号线,青岛
大涧,BV11455390,DaJian,120.161375,36.258791,8号线,青岛
红岛火车站,BV11455389,HongDao HuoCheZhan,120.190749,36.248746,8号线,青岛
健康中心,BV11455393,JianKang ZhongXin,120.199717,36.230920,8号线,青岛
健身中心(红岛会展),BV11455391,JianShen ZhongXin (HongDao HuiZhan),120.215413,36.233597,8号线,青岛
观涛,BV11455387,GuanTao,120.244075,36.208281,8号线,青岛
红岛科技馆(方特),BV11455394,HongDao KeJiGuan (FangTe),120.272952,36.200805,8号线,青岛
大洋,BV11455392,DaYang,120.290730,36.193056,8号线,青岛
青岛北站,BV10425284,QingDao BeiZhan,120.376795,36.169777,8号线,青岛
苗岭路,BV10425293,miao ling lu,120.464784,36.100457,11号线,青岛
会展中心,BV10827808,hui zhan zhong xin,120.474085,36.102954,11号线,青岛
青岛二中,BV10827804,qing dao er zhong,120.480684,36.110488,11号线,青岛
青岛科大,BV10827818,qing dao ke da,120.485288,36.124174,11号线,青岛
张村,BV10827819,zhang cun,120.485492,36.141194,11号线,青岛
枯桃,BV10827816,ku tao,120.487154,36.148082,11号线,青岛
海洋大学,BV10827811,hai yang da xue,120.494775,36.165108,11号线,青岛
世博园,BV10827800,shi bo yuan,120.511371,36.185499,11号线,青岛
北宅,BV10827801,bei zhai,120.534690,36.213787,11号线,青岛
北九水,BV10827806,bei jiu shui,120.558835,36.238526,11号线,青岛
庙石,BV10827810,miao shi,120.606377,36.284339,11号线,青岛
浦里,BV10827807,pu li,120.628101,36.306308,11号线,青岛
鳌山卫,BV10827799,ao shan wei,120.660868,36.348990,11号线,青岛
山东大学,BV10827813,shan dong da xue,120.678584,36.368994,11号线,青岛
蓝色硅谷,BV10827815,lan se gui gu,120.679277,36.385219,11号线,青岛
水泊,BV10827817,shui bo,120.679767,36.405207,11号线,青岛
博览中心,BV10827805,bo lan zhong xin,120.704481,36.421087,11号线,青岛
温泉东,BV10827809,wen quan dong,120.702905,36.444221,11号线,青岛
皋虞,BV10827803,gao yu,120.710804,36.464104,11号线,青岛
臧村,BV10827814,zang cun,120.732520,36.468003,11号线,青岛
钱谷山,BV10827812,qian gu shan,120.760354,36.479099,11号线,青岛
井冈山路,BV10829355,jing gang shan lu,120.187599,35.953464,13号线,青岛
积米崖,BV10829318,ji mi ya,120.165212,35.930853,13号线,青岛
灵山卫,BV10829341,ling shan wei,120.138472,35.925760,13号线,青岛
学院路,BV10829330,xue yuan lu,120.118895,35.919512,13号线,青岛
朝阳山,BV10829344,zhao yang shan,120.101950,35.908319,13号线,青岛
辛屯(灵山湾),BV11110899,xin tun ( ling shan wan ),120.087449,35.899842,13号线,青岛
两河,BV10829351,liang he,120.066772,35.894161,13号线,青岛
隐珠,BV10829335,yin zhu,120.034854,35.892216,13号线,青岛
凤凰山路,BV10829314,feng huang shan lu,120.022689,35.890085,13号线,青岛
双珠路,BV10829316,shuang zhu lu,120.016561,35.871423,13号线,青岛
世纪大道,BV10829329,shi ji da dao,120.002406,35.849688,13号线,青岛
盛海路(世博城),BV10829353,sheng hai lu ( shi bo cheng ),120.002987,35.827597,13号线,青岛
大珠山,BV10829325,da zhu shan,119.989209,35.815786,13号线,青岛
张家楼,BV10829348,zhang jia lou,119.926292,35.793926,13号线,青岛
古镇口,BV10829338,gu zhen kou,119.893752,35.750828,13号线,青岛
龙湾,BV10829309,long wan,119.902138,35.690119,13号线,青岛
琅琊,BV10829319,lang ya,119.875127,35.670802,13号线,青岛
贡口湾,BV10829322,gong kou wan,119.837421,35.676627,13号线,青岛
董家口港,BV10829326,dong jia kou gang,119.797359,35.685106,13号线,青岛
泊里,BV10829310,bo li,119.767181,35.687125,13号线,青岛
董家口火车站,BV10829323,dong jia kou huo che zhan,119.715850,35.675590,13号线,青岛
双港,BV10274808,ShuangGang,115.861140,28.743126,1号线,南昌
孔目湖,BV10585802,KongMuHu,115.857961,28.732878,1号线,南昌
长江路,BV10274809,ChangJiang Lu,115.879619,28.717481,1号线,南昌
珠江路,BV10274810,ZhuJiang Lu,115.875913,28.707524,1号线,南昌
庐山南大道,BV10563759,LuShan Nan DaDao,115.865669,28.701409,1号线,南昌
绿茵路,BV10273008,LvYin Lu,115.858056,28.697587,1号线,南昌
卫东,BV10585803,WeiDong,115.848986,28.690856,1号线,南昌
地铁大厦,BV10274812,DiTie DaSha,115.852386,28.684076,1号线,南昌
秋水广场,BV10274813,QiuShui GuangChang,115.859973,28.681095,1号线,南昌
滕王阁,BV10563760,TengWangGe,115.877788,28.673301,1号线,南昌
万寿宫,BV10563761,WanShouGong,115.885883,28.675086,1号线,南昌
八一馆,BV10274816,BaYi Guan,115.891587,28.675662,1号线,南昌
八一广场,BV10272818,BaYi GuangChang,115.902665,28.675140,1号线,南昌
丁公路北,BV10274817,Ding GongLu Bei,115.913333,28.673932,1号线,南昌
师大南路,BV10602594,ShiDa NanLu,115.924203,28.674034,1号线,南昌
彭家桥,BV10274114,PengJiaQiao,115.933419,28.674227,1号线,南昌
谢家村,BV10272881,XieJiaCun,115.940700,28.674256,1号线,南昌
